bus_id,x,y,v_nom,state,county,balancing_area,nerc_reg,reeds_ba,sub_id,load_mean_mw,load_peak_mw,n_lines,total_thermal_mva,max_line_mva,mean_line_length_km,solar_mean_cf,solar_p_nom_max_mw,wind_mean_cf,wind_p_nom_max_mw,renewable_cf_combined,renewable_potential_mw,lmp_mean,lmp_p95,lmp_std,lmp_spike_hrs,lmp_neg_hrs,renewable_sat,load_imbalance,congestion_score,lmp_score,composite,dominant_tech,lmp_p75,pct_protected,flood_risk,land_cost_k,land_cost_index,buildability
2021451,-121.997,37.1548,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36340,13.615338365571706,23.8277,2.0,474.62,244.32,4.4644128944700086,0.2579676,0.06344513199367585,0.3254752,3.310180799670078,0.28497064,3.373625931663754,112.85234681273408,138.81484835788996,15.930336311393859,19,4,48.0,31.1,24.99309346009251,70.02152129467554,43.577922188014156,Congestion Relief,128.3204707654634,10,2,2500,3.6,Limited
2021452,-122.018,37.1432,138.0,California,p06087,CISO-PGAE,WECC_CA,CISO,36341,0.0,0.0,2.0,0.02,0.01,0.0,0.2579676,0.2537805279747058,0.3836477,17.543958238251435,0.30823964,17.79773876622614,150.0,150.0,0.0,19,4,60.3,0.0,100.0,78.58739132701493,56.822477807639316,Congestion Relief,150.0,8,1,800,26.4,Clear
2021453,-122.018,37.1432,138.0,California,p06087,CISO-PGAE,WECC_CA,CISO,36341,13.615338365571706,23.8277,1.0,0.01,0.01,0.0,0.2579676,0.2537805279747058,0.3836477,17.543958238251435,0.30823964,17.79773876622614,150.0,150.0,0.0,19,4,60.3,31.1,100.0,78.58739132701493,64.59747780763931,Congestion Relief,150.0,8,1,800,26.4,Clear
2021454,-122.018,37.1432,138.0,California,p06087,CISO-PGAE,WECC_CA,CISO,36341,0.0,0.0,4.0,666.02,228.8,6.186822613788172,0.2579676,0.2537805279747058,0.3836477,17.543958238251435,0.30823964,17.79773876622614,113.10180538170648,138.44739083566995,14.82603956063653,19,4,60.3,0.0,100.0,69.99986604588338,55.104972751413,Congestion Relief,125.77094104401564,8,1,800,26.4,Clear
2021455,-121.921,37.2088,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36342,0.0,0.0,2.0,0.02,0.01,0.0,0.25863004,0.12609051054357967,0.17795399,0.12334941248828138,0.22635962,0.24943992303186105,150.0,150.0,0.0,19,4,17.2,0.0,100.0,78.58739132701493,41.7374782463295,Congestion Relief,150.0,10,2,2500,3.6,Limited
2021456,-121.921,37.2088,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36342,25.548357216435846,44.7112,1.0,0.01,0.01,0.0,0.25863004,0.12609051054357967,0.17795399,0.12334941248828138,0.22635962,0.24943992303186105,150.0,150.0,0.0,19,4,17.2,58.3,100.0,78.58739132701493,56.312478246329505,Solar+BESS,150.0,10,2,2500,3.6,Limited
2021457,-121.921,37.2088,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36342,0.0,0.0,4.0,647.5500000000001,227.02,2.647913693023546,0.25863004,0.12609051054357967,0.17795399,0.12334941248828138,0.22635962,0.24943992303186105,110.54384850025899,138.65983762240063,18.088197749914038,19,4,17.2,0.0,100.0,69.58192460847488,39.93638490262149,Congestion Relief,129.3466897786401,10,2,2500,3.6,Limited
2021458,-122.02,37.1585,345.0,California,p06087,CISO-PGAE,WECC_CA,CISO,36343,0.0,0.0,1.0,1160.39,1160.39,13.667122441586232,0.2579676,0.06344513199367585,0.3836477,28.839950217125054,0.30823964,28.90339534911873,13.732071249786742,142.46756489853868,71.6226184697122,19,4,60.3,0.0,0.0,48.212218969335225,30.747443336103373,Wind+BESS,23.21620316984972,8,1,800,26.4,Clear
2021459,-122.02,37.1585,138.0,California,p06087,CISO-PGAE,WECC_CA,CISO,36343,25.548357216435846,44.7112,2.0,466.86,244.32,1.8970629567952306,0.2579676,0.06344513199367585,0.3836477,28.839950217125054,0.30823964,28.90339534911873,112.9814123937479,138.6247321442093,15.338498994112408,19,4,60.3,58.3,25.242948147334054,70.00869027691319,54.73032722708578,Wind+BESS,126.76375257009991,8,1,800,26.4,Clear
2021462,-121.967,38.2959,138.0,California,p06095,CISO-PGAE,WECC_CA,CISO,36344,35.49756422112853,62.123,2.0,400.83,229.32,6.8743766336167225,0.25627404,11.75438249793927,0.45759737,1.3469933910434644,0.33680338,13.101375888982734,106.49165411612091,146.8053656254416,36.391795334302735,19,4,75.3,81.1,29.833632889919144,69.9627047205244,66.58926897167368,Wind+BESS,133.5921204580611,8,2,150,59.8,Limited
2021463,-122.018,38.2348,138.0,California,p06095,CISO-PGAE,WECC_CA,CISO,36345,0.0,0.0,2.0,0.02,0.01,0.0,0.25696626,2.433279148754617,0.46653095,0.20880541894347474,0.34079215,2.6420845676980917,150.0,150.0,0.0,25,19,77.4,0.0,100.0,78.58739132701493,62.80747841799088,Congestion Relief,150.0,8,2,150,59.8,Limited
2021464,-122.018,38.2348,138.0,California,p06095,CISO-PGAE,WECC_CA,CISO,36345,35.3287287169509,61.8275,1.0,0.01,0.01,0.0,0.25696626,2.433279148754617,0.46653095,0.20880541894347474,0.34079215,2.6420845676980917,150.0,150.0,0.0,25,19,77.4,80.7,100.0,78.58739132701493,82.98247841799088,Wind+BESS,150.0,8,2,150,59.8,Limited
2021465,-122.018,38.2348,138.0,California,p06095,CISO-PGAE,WECC_CA,CISO,36345,0.0,0.0,3.0,406.61,235.09,4.209499132750736,0.25696626,2.433279148754617,0.46653095,0.20880541894347474,0.34079215,2.6420845676980917,110.85803195679114,147.47755746386426,37.55975134786825,25,19,77.4,0.0,100.0,71.21092838382535,61.33218582935296,Congestion Relief,136.40210718472002,8,2,150,59.8,Limited
2021466,-121.996,37.4224,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36346,0.0,0.0,3.0,403.64,217.82,3.3862474940367213,0.26022136,0.8273229239785427,0.20079023,0.2075224725698678,0.23644891,1.0348453965484106,147.79603851326397,153.27031995806962,4.177548846664025,19,4,22.5,0.0,100.0,78.33580313624716,43.54216062724943,Congestion Relief,151.15758794559986,10,2,2500,3.6,Limited
2021467,-121.996,37.4224,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36346,16.847323429094654,29.4839,1.0,0.01,0.01,0.0,0.26022136,0.8273229239785427,0.20079023,0.2075224725698678,0.23644891,1.0348453965484106,150.0,150.0,0.0,19,4,22.5,38.5,100.0,78.58739132701493,53.21747826540299,Congestion Relief,150.0,10,2,2500,3.6,Limited
2021468,-121.999,37.3871,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36347,16.847323429094654,29.4839,2.0,407.14,219.26,2.259798844194266,0.26022136,0.8273229239785427,0.20079023,0.2075224725698678,0.23644891,1.0348453965484106,150.0,150.0,0.0,19,4,22.5,38.5,76.92997963356376,78.58739132701493,48.60347419211574,Congestion Relief,150.0,10,2,2500,3.6,Limited
2021469,-121.972,37.7239,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36348,20.911423669451757,36.5963,2.0,469.46000000000004,245.97,3.927236656352637,0.25985295,30.20205724760017,0.2874191,12.830863741166763,0.27087942,43.03292098876693,82.8927572723793,145.2150342728105,44.84108726621338,25,19,40.6,47.8,23.411152121483873,64.38839232416316,43.71990797360206,Solar+BESS,125.669175286959,6,2,1200,18.3,Limited
2021470,-121.991,37.8552,138.0,California,p06013,CISO-PGAE,WECC_CA,CISO,36349,20.911423669451757,36.5963,2.0,462.21,241.48,3.091557987138761,0.26042917,0.7660373048879672,0.3515295,0.4163246222217166,0.29686934,1.182361927109684,127.77766163741165,147.95657538501177,13.53086534171693,25,19,54.3,47.8,9.99231759454434,73.78079476892594,47.70962163346066,Wind+BESS,139.47327237237667,5,2,800,26.4,Limited
2021471,-121.947,37.7592,138.0,California,p06013,CISO-PGAE,WECC_CA,CISO,36350,26.01868290030903,45.5343,4.0,941.08,259.75,11.520687485555818,0.26394776,0.44399243140175654,0.424978,1.8327027374571008,0.32835984,2.2766951688588573,85.41541637312231,147.05724033795488,43.31522505014476,25,19,70.9,59.4,65.20464208045672,64.93483841181207,65.69289663251138,Wind+BESS,125.93484647201146,5,2,800,26.4,Limited
2021472,-121.974,37.6337,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36351,0.0,0.0,4.0,676.64,265.17,4.983588897584582,0.25985295,20.555334347827458,0.2874191,4.579570844439012,0.27087942,25.13490519226647,79.35020035915785,143.94236749348795,47.93340495628688,19,4,40.6,0.0,100.0,63.69640695305604,46.94928047508387,Congestion Relief,124.93085732951056,6,2,1200,18.3,Limited
2021473,-121.974,37.6337,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36351,24.96949402540918,43.6982,1.0,0.01,0.01,0.0,0.25985295,20.555334347827458,0.2874191,4.579570844439012,0.27087942,25.13490519226647,150.0,150.0,0.0,19,4,40.6,57.0,100.0,78.58739132701493,64.17747734987564,Solar+BESS,150.0,6,2,1200,18.3,Limited
2021474,-121.934,37.7255,345.0,California,p06013,CISO-PGAE,WECC_CA,CISO,36352,0.0,0.0,5.0,6142.03,1314.79,27.163299478286472,0.26394776,0.01933462862324542,0.424978,0.012609540406464406,0.32835984,0.031944169029709826,21.518610369778674,151.07764478319822,71.14075160456898,19,4,70.9,0.0,1.2531343662272423,50.23455839395344,35.112539086093754,Wind+BESS,35.24978755237081,5,2,800,26.4,Limited
2021475,-121.934,37.7255,138.0,California,p06013,CISO-PGAE,WECC_CA,CISO,36352,24.366512155202013,42.6429,3.0,802.95,291.81,4.912170919144672,0.26394776,0.01933462862324542,0.424978,0.012609540406464406,0.32835984,0.031944169029709826,80.24203263812564,143.81675130508788,46.46900776668599,19,4,70.9,55.6,18.354597226636372,63.81615801750098,55.14915158288508,Wind+BESS,125.39001701518836,5,2,800,26.4,Limited
2021476,-121.842,37.4532,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36353,27.152290065239786,47.5182,2.0,399.89,212.84,4.719740333088948,0.2551324,27.691206769836924,0.16948427,6.595334765725264,0.22087316,34.286541535562186,69.38865267492588,145.50184523620212,60.834356911531316,19,4,14.3,62.0,56.32466160012205,62.084442383624996,44.186820911190324,Solar+BESS,122.87773978041234,10,2,2500,3.6,Limited
2021477,-121.902,37.5121,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36354,0.0,0.0,3.0,483.9,255.41,2.8347945233943306,0.25849617,28.824553063646704,0.2059255,2.968539804886608,0.23746791,31.79309286853331,74.40005386106701,144.7105059350609,54.412224224542335,19,4,23.0,0.0,100.0,62.90077994553883,40.63015617984263,Congestion Relief,123.14001979417623,6,2,1200,18.3,Limited
2021478,-121.902,37.5121,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36354,27.152290065239786,47.5182,1.0,0.01,0.01,0.0,0.25849617,28.824553063646704,0.2059255,2.968539804886608,0.23746791,31.79309286853331,143.75,150.0,30.618621784789728,19,4,23.0,62.0,100.0,79.36425192006705,59.422850574748274,Solar+BESS,150.0,6,2,1200,18.3,Limited
2021479,-121.995,37.3183,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36355,20.326531223532108,35.5727,2.0,452.57,238.32,2.321851083251829,0.26432478,0.38067079196205383,0.25089377,0.04137725999587531,0.25895238,0.42204805195792916,146.80726027342718,149.84505065529893,2.1552739888566794,19,4,34.3,46.4,56.39007224362085,77.91358749775726,50.465731109042224,Solar+BESS,149.24641378658905,10,2,2500,3.6,Limited
2021480,-121.877,38.0335,138.0,California,p06013,CISO-PGAE,WECC_CA,CISO,36356,30.61943748426234,53.586,2.0,534.27,279.36,3.2243644688593385,0.25979155,7.626401265786782,0.46740085,3.5682538257541436,0.34283528,11.194655091540927,132.49245362290344,149.3712621982816,14.467919242660562,25,19,78.5,69.9,5.157008389357359,75.1028897321908,61.00198000577936,Wind+BESS,139.72541988507692,5,2,800,26.4,Limited
2021481,-121.818,38.0778,138.0,California,p06095,CISO-PGAE,WECC_CA,CISO,36357,30.61943748426234,53.586,2.0,503.83000000000004,267.12,16.717027559444883,0.25979155,51.913944032367404,0.46740085,70.03735416131494,0.34283528,121.95129819368233,131.0302237111049,150.0,35.14229433591844,19,4,78.5,69.9,17.648399022003915,76.35728415997175,63.75113701786486,Wind+BESS,150.0,8,2,150,59.8,Limited
2021482,-121.911,38.1064,138.0,California,p06095,CISO-PGAE,WECC_CA,CISO,36358,0.0,0.0,4.0,684.44,230.81,9.003585550175938,0.25786218,35.1976154116588,0.4606896,17.291357633869787,0.33899316,52.48897304552859,133.3079115992182,155.48701523293153,37.59048269244127,25,19,76.5,0.0,100.0,77.15440468524515,62.205880555579306,Congestion Relief,153.71890808993987,8,2,150,59.8,Limited
2021483,-121.911,38.1064,138.0,California,p06095,CISO-PGAE,WECC_CA,CISO,36358,30.740033936133685,53.797,1.0,0.01,0.01,0.0,0.25786218,35.1976154116588,0.4606896,17.291357633869787,0.33899316,52.48897304552859,125.0,150.0,57.104024072016074,25,19,76.5,70.2,100.0,76.50502892664413,79.6260054038591,Wind+BESS,150.0,8,2,150,59.8,Limited
2021484,-121.907,37.3319,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36359,15.502673469154173,27.1307,2.0,441.96000000000004,230.55,6.925760238571158,0.25649947,0.12609051054357936,0.17795399,0.1644658833177128,0.22508128,0.2905563938612922,142.2148655642769,149.93185541130808,4.73518907431885,19,4,16.5,35.4,56.61180150434711,76.90309772595987,41.32797994142883,Congestion Relief,147.27477449384358,10,2,2500,3.6,Limited
2021485,-121.907,37.4076,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36360,0.0,0.0,4.0,698.4300000000001,260.75,5.538752303746977,0.2551324,0.5691232614275998,0.2059255,0.820022618582724,0.23544964,1.3891458800103238,150.43884759549584,161.40212571223609,10.118513613321683,19,4,22.0,0.0,100.0,79.50684156861035,43.60136812298721,Congestion Relief,160.3780838077728,10,2,2500,3.6,Limited
2021489,-121.907,37.4076,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36360,15.502673469154173,27.1307,1.0,0.01,0.01,0.0,0.2551324,0.5691232614275998,0.2059255,0.820022618582724,0.23544964,1.3891458800103238,150.0,150.0,0.0,19,4,22.0,35.4,100.0,78.58739132701493,52.26747807466813,Congestion Relief,150.0,10,2,2500,3.6,Limited
2021490,-121.9,37.3045,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36361,28.18941934302392,49.3333,1.0,0.01,0.01,0.0,0.25649947,0.12609051054357936,0.17795399,0.1644658833177128,0.22508128,0.2905563938612922,150.0,150.0,0.0,19,4,16.5,64.4,100.0,78.58739132701493,57.59247836077042,Solar+BESS,150.0,10,2,2500,3.6,Limited
2021491,-121.9,37.3045,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36361,0.0,0.0,3.0,425.64,234.85,3.0308248378278857,0.25649947,0.12609051054357936,0.17795399,0.1644658833177128,0.22508128,0.2905563938612922,119.95205760147682,147.92460212134802,17.234377013779877,19,4,16.5,0.0,100.0,72.00388591367704,40.17577727810284,Congestion Relief,137.04380697612027,10,2,2500,3.6,Limited
2021492,-121.922,37.385,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36362,30.438542989584526,53.2694,3.0,679.01,232.3,6.8584508566970195,0.26022136,0.6173989272192996,0.20079023,0.30508697342166424,0.23644891,0.9224859006409638,143.40638216842308,149.04893695720162,3.684697300534438,19,4,22.5,69.5,52.08036215839563,77.13501614798439,51.093075661276,Solar+BESS,146.1893165312202,10,2,2500,3.6,Limited
2021493,-121.845,37.3275,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36363,31.113882911754608,54.4513,2.0,459.49,248.47,1.5960567371031655,0.25649947,0.12609051054357942,0.17795399,2.8781529580599288,0.22508128,3.004243468603508,117.21563189854083,148.69240294954025,19.13318262933691,19,4,16.5,71.1,14.154478651810212,71.43047780693979,40.666991387117434,Load-Serving BESS,135.91560661711608,10,2,2500,3.6,Limited
2021494,-121.877,37.2357,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36364,17.32970908778757,30.3281,2.0,391.26,214.37,2.9417941194608193,0.25649947,0.25218102108716084,0.17795399,0.04111647082942839,0.22508128,0.2932974919165892,109.79733753699963,138.60951684387786,18.654447789954162,19,4,16.5,39.6,18.563402636132285,69.4293262293593,33.27354586846575,Congestion Relief,129.38507193048406,10,2,2500,3.6,Limited
2021495,-121.83,37.3207,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36365,30.348095604898706,53.1111,2.0,410.65,211.02,1.3058487669185324,0.25649947,0.12609051054357942,0.17795399,2.8781529580599288,0.22508128,3.004243468603508,116.96338493189195,149.34239125819923,19.511744398654137,19,4,16.5,69.3,30.165532076533207,71.39377856110922,43.41186222289592,Solar+BESS,135.86788075144088,10,2,2500,3.6,Limited
2021496,-121.863,37.3318,345.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36366,0.0,0.0,2.0,2335.2,1261.31,11.160522445204672,0.25649947,0.12609051054357942,0.17795399,0.1644658833177128,0.22508128,0.29055639386129223,19.505062698391836,123.23688691776903,56.92156326342562,19,4,16.5,0.0,5.278521166487588,48.57283120401299,16.545270569467547,Solar+BESS,24.715153416389125,10,2,2500,3.6,Limited
2021497,-121.863,37.3318,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36366,49.25761851894242,86.204,4.0,956.32,264.14,5.3826667516741855,0.25649947,0.12609051054357942,0.17795399,0.1644658833177128,0.22508128,0.29055639386129223,117.58476068640005,147.74123434011972,18.58200925521086,19,4,16.5,100.0,36.36501182034168,71.48440438850993,52.34488333713775,Load-Serving BESS,135.98544686606044,10,2,2500,3.6,Limited
2021498,-121.819,36.9995,138.0,California,p06087,CISO-PGAE,WECC_CA,CISO,36367,26.01868290030903,45.5343,2.0,396.83,208.29,13.415120970373287,0.25801116,1.7599675992600128,0.28017566,13.404722165171503,0.26687697,15.164689764431515,80.82477437640217,147.0353453270057,39.37680990850923,19,4,38.5,59.4,68.36512101092876,63.40731787487117,54.67948720495539,Solar+BESS,106.05711063204538,8,1,800,26.4,Clear
2021499,-121.974,37.895,138.0,California,p06013,CISO-PGAE,WECC_CA,CISO,36368,13.440473675174545,23.5217,3.0,693.23,241.48,3.293941135311582,0.2658798,1.5222597648059975,0.50890356,1.530532915701662,0.36308932,3.0527926805076593,133.52521798946464,148.68793763363064,10.528530932184395,25,19,89.2,30.7,26.846084506066877,75.06344523888288,59.27690526234444,Congestion Relief,143.2176387154847,5,2,800,26.4,Limited
2021500,-121.821,37.4732,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36369,0.0,0.0,2.0,0.02,0.01,0.0,0.26209834,55.8975049277074,0.25056207,5.648004932098055,0.25748384,61.545509859805456,66.73610993417829,145.88290653688523,63.746085592179114,19,4,33.6,0.0,100.0,61.613649331165654,44.08272914144065,Congestion Relief,123.53865907215986,10,2,2500,3.6,Limited
2021501,-121.821,37.4732,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36369,0.0,0.0,4.0,616.49,243.58,8.49409830971472,0.26209834,55.8975049277074,0.25056207,5.648004932098055,0.25748384,61.545509859805456,66.73610993417829,145.88290653688523,63.746085592179114,19,4,33.6,0.0,100.0,61.613649331165654,44.08272914144065,Congestion Relief,123.53865907215986,10,2,2500,3.6,Limited
2021502,-121.821,37.4732,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36369,36.32967942085384,63.5792,1.0,0.01,0.01,0.0,0.26209834,55.8975049277074,0.25056207,5.648004932098055,0.25748384,61.545509859805456,93.75,150.0,74.18030325702604,19,4,33.6,83.0,100.0,69.5908648318625,66.42817224158003,Load-Serving BESS,150.0,10,2,2500,3.6,Limited
2021503,-121.876,37.5054,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36370,0.0,0.0,2.0,0.02,0.01,0.0,0.26336727,101.16399306836543,0.2733146,7.41935213624703,0.2673462,108.58334520461246,72.5672161621281,144.99992529102755,56.73752680619935,19,4,38.8,0.0,100.0,62.60035323750748,46.10007057120755,Congestion Relief,122.53047792383461,6,2,1200,18.3,Limited
2021504,-121.876,37.5054,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36370,0.0,0.0,4.0,662.04,228.48,4.519295917326456,0.26336727,101.16399306836543,0.2733146,7.41935213624703,0.2673462,108.58334520461246,72.5672161621281,144.99992529102755,56.73752680619935,19,4,38.8,0.0,100.0,62.60035323750748,46.10007057120755,Congestion Relief,122.53047792383461,6,2,1200,18.3,Limited
2021505,-121.876,37.5054,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36370,36.32967942085384,63.5792,1.0,0.01,0.01,0.0,0.26336727,101.16399306836543,0.2733146,7.41935213624703,0.2673462,108.58334520461246,81.25,150.0,76.34660665560773,19,4,38.8,83.0,100.0,66.45490458026126,67.6209808397583,Load-Serving BESS,150.0,6,2,1200,18.3,Limited
2021506,-121.77,37.4182,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36371,13.78417412155202,24.1232,4.0,830.25,245.53,11.164790470262028,0.26209834,39.96510013580504,0.25056207,2.9693387552744492,0.25748384,42.93443889107949,73.32926703852426,143.03100759422762,50.47964915495014,19,4,33.6,31.5,52.351112992859385,62.3052019085356,42.56626225548652,Congestion Relief,110.06434908644687,10,2,2500,3.6,Limited
2021510,-121.857,37.7035,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36372,0.0,0.0,3.0,544.0899999999999,279.03,9.237475686904403,0.2644581,198.37309888423192,0.39395428,17.8057600514711,0.31625658,216.17885893570303,45.498044040602885,133.5804666339755,53.751697581138096,19,4,64.5,0.0,100.0,55.19984067749009,53.614966991088835,Congestion Relief,80.9326565407583,6,2,1200,18.3,Limited
2021511,-121.857,37.7035,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36372,16.73878668879478,29.2939,1.0,0.01,0.01,0.0,0.2644581,198.37309888423192,0.39395428,17.8057600514711,0.31625658,216.17885893570303,62.5,150.0,75.54152327780024,19,4,64.5,38.2,100.0,61.429071682225455,64.4108131920359,Congestion Relief,150.0,6,2,1200,18.3,Limited
2021512,-121.754,37.4215,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36373,27.948225844111253,48.9112,1.0,0.01,0.01,0.0,0.26209834,21.680780267975862,0.25056207,2.800401758827573,0.25748384,24.481182026803435,150.0,150.0,0.0,19,4,33.6,63.8,100.0,78.58739132701493,63.42747754061051,Solar+BESS,150.0,10,2,2500,3.6,Limited
2021513,-121.754,37.4215,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36373,0.0,0.0,3.0,390.83,223.03,2.8298238735092998,0.26209834,21.680780267975862,0.25056207,2.800401758827573,0.25748384,24.481182026803435,70.62818738644943,141.31002410555854,49.48414067396173,19,4,33.6,0.0,100.0,61.51136609244243,44.06227249369601,Congestion Relief,104.00335649616531,10,2,2500,3.6,Limited
2021514,-121.84,37.3773,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36374,0.0,0.0,2.0,0.02,0.01,0.0,0.2551324,1.389965137339508,0.16948427,0.5773714246367005,0.22087316,1.9673365619762087,150.0,150.0,0.0,19,4,14.3,0.0,100.0,78.58739132701493,40.722478379843906,Congestion Relief,150.0,10,2,2500,3.6,Limited
2021515,-121.84,37.3773,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36374,27.948225844111253,48.9112,1.0,0.01,0.01,0.0,0.2551324,1.389965137339508,0.16948427,0.5773714246367005,0.22087316,1.9673365619762087,150.0,150.0,0.0,19,4,14.3,63.8,100.0,78.58739132701493,56.67247837984391,Solar+BESS,150.0,10,2,2500,3.6,Limited
2021516,-121.84,37.3773,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36374,0.0,0.0,3.0,412.83000000000004,229.33,3.364756862305883,0.2551324,1.389965137339508,0.16948427,0.5773714246367005,0.22087316,1.9673365619762087,156.0023037735566,185.61538104861035,26.446829167000164,19,4,14.3,0.0,100.0,82.27544581146579,41.46008927673408,Congestion Relief,182.8949252788635,10,2,2500,3.6,Limited
2021517,-121.902,37.1801,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36375,23.3293825798329,40.8279,3.0,655.88,250.93,4.689301064896091,0.25863004,0.12609051054357967,0.3254752,0.5200946877953353,0.28536808,0.646185198338915,109.11930086486701,138.1424558765955,18.406085076375206,19,4,48.2,53.3,28.73060169470107,69.23017593157189,49.78715636448799,Solar+BESS,128.24543565081157,10,2,2500,3.6,Limited
2021518,-121.832,37.1855,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36376,23.3293825798329,40.8279,1.0,0.01,0.01,0.0,0.26276267,9.961150332942479,0.24510701,0.6578635332708512,0.2557004,10.61901386621333,150.0,150.0,0.0,19,4,32.6,53.3,100.0,78.58739132701493,60.452477159140784,Solar+BESS,150.0,10,2,2500,3.6,Limited
2021519,-121.832,37.1855,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36376,0.0,0.0,3.0,367.22,216.58,3.8395581376107883,0.26276267,9.961150332942479,0.24510701,0.6578635332708512,0.2557004,10.61901386621333,109.19048452338389,138.32164114566456,18.664628558628902,19,4,32.6,0.0,100.0,69.26953959898968,45.263906813535726,Congestion Relief,128.7278661158061,10,2,2500,3.6,Limited
2021520,-121.877,37.6998,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36377,22.18974515279844,38.8335,2.0,464.26,243.4,9.098913449352107,0.26394776,0.4524798513639649,0.424978,0.413657544784235,0.32835984,0.8661373961482,83.53186234416172,146.93481828217233,44.92212984794583,19,4,70.9,50.7,16.23930933544763,64.56395627886121,53.65065365691938,Wind+BESS,125.5469649240506,6,2,1200,18.3,Limited
2021521,-121.934,37.6989,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36378,0.0,0.0,3.0,512.52,274.61,1.8244233974051915,0.26394776,0.01933462862324542,0.424978,0.012609540406464406,0.32835984,0.031944169029709826,79.98095072392594,143.85352516458522,46.894268832902185,19,4,70.9,0.0,100.0,63.78082821876482,57.57116617781058,Congestion Relief,125.25559903942408,6,2,1200,18.3,Limited
2021522,-121.934,37.6989,138.0,California,p06001,CISO-PGAE,WECC_CA,CISO,36378,38.92250252947236,68.1168,1.0,0.01,0.01,0.0,0.26394776,0.01933462862324542,0.424978,0.012609540406464406,0.32835984,0.031944169029709826,150.0,150.0,0.0,19,4,70.9,88.9,100.0,78.58739132701493,82.7574787994606,Wind+BESS,150.0,6,2,1200,18.3,Limited
2021523,-121.81,37.2801,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36379,0.0,0.0,3.0,389.27,204.25,1.6378216386122364,0.25649947,1.0717693396204133,0.17795399,0.04111647082942822,0.22508128,1.1128858104498416,113.06931499368163,143.87808930266556,20.521949739446264,19,4,16.5,0.0,100.0,70.4434700514254,39.86369410565251,Congestion Relief,133.9183702482877,10,2,2500,3.6,Limited
2021524,-121.81,37.2801,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36379,20.326531223532108,35.5727,1.0,0.01,0.01,0.0,0.25649947,1.0717693396204133,0.17795399,0.04111647082942822,0.22508128,1.1128858104498416,150.0,150.0,0.0,19,4,16.5,46.4,100.0,78.58739132701493,53.09247836077042,Solar+BESS,150.0,10,2,2500,3.6,Limited
2021525,-121.82,37.2832,138.0,California,p06085,CISO-PGAE,WECC_CA,CISO,36380,0.0,0.0,4.0,616.2,225.46,3.831287473226724,0.25649947,0.2521810210871597,0.17795399,0.28781529580598675,0.22508128,0.5399963168931464,110.66131701012516,140.09129559648485,20.984824117308463,19,4,16.5,0.0,100.0,69.84297605774272,39.74359530691598,Congestion Relief,132.6602456940248,10,2,2500,3.6,Limited
